"Марка","Модель","Год выпуска","Тип кузова","Объём двигателя","Пробег","Цена","Город","Дата публикации","Ссылка на объявление"
Toyota,"Land Cruiser",2015,"Внедорожник","4.6 (бензин)","169 974 км","24 900 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/191787175
Toyota,"Land Cruiser",2018,"Внедорожник","4.6 (бензин)","145 000 км","36 500 000 ₸","Алматы",2025-07-02T20:13:03+05:00,https://kolesa.kz/a/show/184353856
BMW,520,2023,Седан,"2 (бензин)","20 000 км","36 500 000 ₸","Алматы",2025-07-06T20:15:11+05:00,https://kolesa.kz/a/show/193408044
"Lynk & Co",900,2025,"Кроссовер","2 (гибрид)",,"37 450 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/191401394
BMW,"X6 M",2015,"Кроссовер","4.4 (бензин)","111 000 км","35 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/184095421
Denza,N9,2025,"Кроссовер","2 (гибрид)",,"30 990 000 ₸","Алматы",2025-07-01T14:25:46+05:00,https://kolesa.kz/a/show/184788223
Lexus,"RX 200t",2016,"Кроссовер","2 (бензин)","126 000 км","21 500 000 ₸","Алматы",2025-07-02T17:30:46+05:00,https://kolesa.kz/a/show/188745213
Tank,500,2025,"Внедорожник","3 (бензин)",,"26 990 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/180221113
Mercedes-Benz,"E 300",2024,Седан,"2 (бензин)","17 000 км","34 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193371678
Mercedes-Benz,"G 63 AMG",2013,"Внедорожник","5.5 (бензин)","99 000 км","32 000 000 ₸","Алматы",2025-07-03T08:09:22+05:00,https://kolesa.kz/a/show/175087151
Mercedes-Benz,Sprinter,2021,"Фургон","2.2 (дизель)",,"21 000 000 ₸","Алматы",2025-07-06T16:15:48+05:00,https://kolesa.kz/a/show/192792295
Mercedes-Benz,Sprinter,2021,"Микроавтобус","3 (дизель)",,"27 000 000 ₸","Алматы",2025-07-04T11:37:08+05:00,https://kolesa.kz/a/show/191461303
Maserati,Ghibli,2014,Седан,"3 (бензин)","45 000 км","33 000 000 ₸","Алматы",2025-07-02T11:27:53+05:00,https://kolesa.kz/a/show/148340695
Mercedes-Benz,"GLE Coupe 63 AMG",2017,"Кроссовер","5.5 (бензин)","60 000 км","36 000 000 ₸","Алматы",2025-07-07T10:09:28+05:00,https://kolesa.kz/a/show/191993215
Maserati,Ghibli,2013,Седан,"3 (бензин)","61 000 км","38 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192991200
Li,L7,2025,"Кроссовер","1.5 (гибрид)",,"26 490 000 ₸","Алматы",2025-07-01T14:25:42+05:00,https://kolesa.kz/a/show/188783987
Zeekr,001,2023,"Лифтбек",,"15 000 км","20 500 000 ₸","Алматы",2025-07-06T17:27:42+05:00,https://kolesa.kz/a/show/189051685
Infiniti,QX80,2022,"Внедорожник","5.6 (бензин)","54 000 км","31 000 000 ₸","Алматы",2025-06-30T23:59:59+05:00,https://kolesa.kz/a/show/190564761
Toyota,"Land Cruiser",2021,"Внедорожник","4 (бензин)","49 000 км","32 000 000 ₸","Алматы",2025-07-02T23:31:28+05:00,https://kolesa.kz/a/show/178931165
BMW,X6,2021,"Кроссовер","3 (бензин)","76 665 км","37 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/187619845
Mercedes-Benz,"S 560",2018,Седан,"4 (бензин)","110 061 км","35 272 000 ₸","Алматы",2025-07-01T16:49:08+05:00,https://kolesa.kz/a/show/192989340
Tesla,"Model S",2021,"Лифтбек",,"17 000 км","37 800 000 ₸","Алматы",2025-07-07T16:49:25+05:00,https://kolesa.kz/a/show/174383370
Denza,N9,2025,"Кроссовер","2 (гибрид)","30 км","38 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/189280850
Toyota,"Land Cruiser Prado",2022,"Внедорожник","4 (бензин)","86 км","37 900 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/184441854
Mercedes-Benz,"E 43 AMG",2017,Седан,"3 (бензин)","160 000 км","33 000 000 ₸","Алматы",2025-07-01T22:29:55+05:00,https://kolesa.kz/a/show/193025638
Lexus,"LS 350",2019,Седан,"3.5 (бензин)","50 000 км","32 000 000 ₸","Алматы",2025-07-02T19:07:14+05:00,https://kolesa.kz/a/show/183613131
"Land Rover","Range Rover",2014,"Внедорожник","5 (бензин)","98 344 км","24 900 000 ₸","Алматы",2025-07-06T08:08:18+05:00,https://kolesa.kz/a/show/189889579
Toyota,"Land Cruiser",2013,"Внедорожник","4.6 (бензин)",,"35 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193174799
BMW,X6,2015,"Кроссовер","3 (бензин)","91 800 км","22 500 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/185880533
Lexus,"ES 300h",2023,Седан,"2.5 (гибрид)","27 826 км","28 000 000 ₸","Алматы",2025-07-06T16:10:43+05:00,https://kolesa.kz/a/show/193313625
Li,L9,2025,"Внедорожник","1.5 (гибрид)","20 км","34 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192880097
Hyundai,"Santa Fe",2023,"Кроссовер","3.5 (бензин)","25 000 км","22 500 000 ₸","Алматы",2025-07-06T21:12:36+05:00,https://kolesa.kz/a/show/192406147
Li,L9,2023,"Кроссовер","1.5 (бензин)","11 500 км","22 500 000 ₸","Алматы",2025-07-06T17:17:26+05:00,https://kolesa.kz/a/show/193334144
Hyundai,"Santa Fe",2024,"Внедорожник","2.5 (бензин)","16 000 км","24 500 000 ₸","Алматы",2025-07-02T00:28:55+05:00,https://kolesa.kz/a/show/190428392
Dodge,Ram,2014,"Пикап","5.7 (бензин)","140 000 км","20 500 000 ₸","Алматы",2025-07-06T15:31:39+05:00,https://kolesa.kz/a/show/193389212
Lexus,"RX 350",2021,"Кроссовер","3.5 (бензин)","29 000 км","24 000 000 ₸","Алматы",2025-07-02T17:27:34+05:00,https://kolesa.kz/a/show/182914038
Lexus,"LX 570",2012,"Внедорожник","5.7 (бензин)","210 000 км","24 000 000 ₸","Алматы",2025-07-02T14:31:22+05:00,https://kolesa.kz/a/show/188732311
BMW,530,2021,Седан,"2 (бензин)","20 200 км","30 950 000 ₸","Алматы",2025-07-02T15:11:18+05:00,https://kolesa.kz/a/show/171549579
Porsche,Taycan,2021,Седан,,"13 500 км","36 000 000 ₸","Алматы",2025-07-07T07:30:38+05:00,https://kolesa.kz/a/show/193433687
Li,L7,2024,"Кроссовер","1.5 (гибрид)","21 000 км","25 000 000 ₸","Алматы",2025-07-07T17:15:49+05:00,https://kolesa.kz/a/show/192992232
Toyota,Camry,2025,Седан,"2.5 (бензин)","3 км","21 490 000 ₸","Алматы",2025-07-02T23:50:18+05:00,https://kolesa.kz/a/show/178942656
Audi,A7,2023,"Лифтбек","2 (бензин)","20 863 км","36 800 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192552470
Toyota,"Land Cruiser",2018,"Внедорожник","4.6 (бензин)","128 000 км","35 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/193374501
BMW,540,2022,Седан,"3 (бензин)","96 000 км","35 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/179560425
Toyota,"Land Cruiser",2008,"Внедорожник","5.7 (бензин)","321 600 км","38 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/165330848
Toyota,"Land Cruiser",2010,"Внедорожник","4.7 (бензин)","230 000 км","21 500 000 ₸","Алматы",2025-07-02T20:12:51+05:00,https://kolesa.kz/a/show/189949652
Mercedes-Benz,"C 43 AMG",2015,Седан,"3 (бензин)","155 000 км","24 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/191565314
Mercedes-Benz,Sprinter,2020,"Фургон","3 (дизель)","325 000 км","36 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/184958710
Toyota,"Land Cruiser",2019,"Внедорожник","4.6 (бензин)","117 500 км","37 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193184091
Toyota,"Land Cruiser",2012,"Внедорожник","4 (бензин)","210 000 км","20 500 000 ₸","Алматы",2025-07-06T06:17:22+05:00,https://kolesa.kz/a/show/168455412
Toyota,4Runner,2020,"Внедорожник","4 (бензин)","49 000 км","29 000 000 ₸","Алматы",2025-07-01T09:46:56+05:00,https://kolesa.kz/a/show/190077968
Kia,Carnival,2023,"Минивэн","3.5 (бензин)","22 000 км","28 000 000 ₸","Алматы",2025-07-06T17:30:17+05:00,https://kolesa.kz/a/show/181026668
Toyota,"Land Cruiser",2013,"Внедорожник","4.6 (бензин)","107 000 км","22 700 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193412006
Mercedes-Benz,"GLE 450",2019,"Кроссовер","3 (бензин)",,"37 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192867895
Toyota,"Land Cruiser",2017,"Внедорожник","4.6 (бензин)","84 500 км","38 000 000 ₸","Алматы",2025-07-07T10:41:07+05:00,https://kolesa.kz/a/show/193440582
Toyota,"Land Cruiser",2020,"Внедорожник","4.6 (бензин)","35 000 км","38 000 000 ₸","Алматы",2025-07-07T13:46:37+05:00,https://kolesa.kz/a/show/153927285
Li,Mega,2024,"Минивэн",,"500 км","34 997 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/184620410
Mercedes-Benz,"E 350",2023,Седан,"2 (гибрид)","19 700 км","36 000 000 ₸","Алматы",2025-07-07T03:37:12+05:00,https://kolesa.kz/a/show/193430677
BYD,"FangChengBao Leopard 8",2024,"Внедорожник","2 (гибрид)","200 км","31 000 000 ₸","Алматы",2025-06-30T20:19:17+05:00,https://kolesa.kz/a/show/192907032
Toyota,"Land Cruiser",2013,"Внедорожник","4.6 (бензин)","209 000 км","21 500 000 ₸","Алматы",2025-07-02T12:35:35+05:00,https://kolesa.kz/a/show/186908263
Toyota,"Land Cruiser Prado",2017,"Внедорожник","2.7 (бензин)","153 000 км","20 500 000 ₸","Алматы",2025-07-06T11:42:53+05:00,https://kolesa.kz/a/show/177919737
Toyota,"RAV 4",2022,"Кроссовер","2 (бензин)","21 000 км","21 500 000 ₸","Алматы",2025-07-02T14:42:19+05:00,https://kolesa.kz/a/show/187426125
Dodge,Stratus,2005,"Купе","2.4 (бензин)",,"32 000 000 ₸","Алматы",2025-07-02T22:04:51+05:00,https://kolesa.kz/a/show/186349907
Toyota,Sienna,2021,"Минивэн","2.5 (гибрид)","6 000 км","29 000 000 ₸","Алматы",2025-07-01T13:58:27+05:00,https://kolesa.kz/a/show/140617740
BMW,540,2017,Седан,"3 (бензин)",,"24 900 000 ₸","Алматы",2025-07-04T16:20:28+05:00,https://kolesa.kz/a/show/172126897
Toyota,"Land Cruiser",2016,"Внедорожник","4.6 (бензин)","168 969 км","34 490 000 ₸","Алматы",2025-07-02T16:44:26+05:00,https://kolesa.kz/a/show/193086904
Chevrolet,Tahoe,2021,"Внедорожник","5.3 (бензин)","88 000 км","37 000 000 ₸","Алматы",2025-07-04T08:40:11+05:00,https://kolesa.kz/a/show/192159013
Zeekr,009,2023,"Минивэн",,"9 450 км","32 000 000 ₸","Алматы",2025-07-02T21:04:57+05:00,https://kolesa.kz/a/show/184349002
Cadillac,XT5,2023,"Кроссовер","2 (бензин)",,"24 900 000 ₸","Алматы",2025-07-04T11:15:24+05:00,https://kolesa.kz/a/show/182481273
Zeekr,009,2025,"Минивэн",,"10 км","36 750 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193000886
Hyundai,Palisade,2023,"Кроссовер","3.5 (бензин)","60 000 км","24 000 000 ₸","Алматы",2025-07-02T14:43:53+05:00,https://kolesa.kz/a/show/193076066
Aito,M9,2024,"Внедорожник","1.5 (гибрид)",,"38 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/172472663
Mercedes-Benz,"C 300",2021,Седан,"2 (бензин)","20 237 км","24 000 000 ₸","Алматы",2025-07-01T23:59:59+05:00,https://kolesa.kz/a/show/183918594
Lexus,"RX 300",2023,"Кроссовер","2 (бензин)",,"38 000 000 ₸","Алматы",2025-07-07T01:58:15+05:00,https://kolesa.kz/a/show/173165848
Toyota,HiAce,2020,"Микроавтобус","3.5 (бензин)","1 000 км","33 000 000 ₸","Алматы",2025-07-01T00:14:51+05:00,https://kolesa.kz/a/show/177522661
Infiniti,QX80,2018,"Внедорожник","5.6 (бензин)","92 658 км","21 000 000 ₸","Алматы",2025-07-06T16:08:14+05:00,https://kolesa.kz/a/show/190559123
Mini,Countryman,2025,"Кроссовер","2 (бензин)","7 км","38 176 113 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190956896
Toyota,"Land Cruiser Prado",2021,"Внедорожник","4 (бензин)","66 994 км","28 000 000 ₸","Алматы",2025-07-06T16:10:25+05:00,https://kolesa.kz/a/show/193313284
Ford,Bronco,2022,"Внедорожник","2.7 (бензин)","39 000 км","37 900 000 ₸","Алматы",2025-07-01T23:59:59+05:00,https://kolesa.kz/a/show/185812207
Audi,Q7,2021,"Кроссовер","2 (бензин)","49 000 км","35 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/171528958
Lexus,"RX 300",2018,"Кроссовер","2 (бензин)","47 704 км","22 000 000 ₸","Алматы",2025-07-06T16:08:43+05:00,https://kolesa.kz/a/show/193142834
BMW,X1,2023,"Кроссовер","2 (бензин)","45 000 км","20 000 000 ₸","Алматы",2025-07-07T13:55:53+05:00,https://kolesa.kz/a/show/191446491
Toyota,"RAV 4",2020,"Кроссовер","2.5 (бензин)","43 000 км","20 500 000 ₸","Алматы",2025-07-06T00:43:15+05:00,https://kolesa.kz/a/show/171102727
"Land Rover","Range Rover",2014,"Внедорожник","3 (бензин)","120 000 км","24 000 000 ₸","Алматы",2025-07-02T19:46:06+05:00,https://kolesa.kz/a/show/182146373
Tesla,"Model 3",2024,Седан,,"8 000 км","21 500 000 ₸","Алматы",2025-07-02T11:11:05+05:00,https://kolesa.kz/a/show/185839211
Toyota,Highlander,2024,"Кроссовер","2.4 (бензин)",,"34 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/189028738
Mercedes-Benz,"GLE 63 AMG",2018,"Кроссовер","5.5 (бензин)","70 000 км","38 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190703576
Chevrolet,Tahoe,2022,"Внедорожник","5.3 (бензин)","31 500 км","38 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192063329
BMW,iX,2022,"Кроссовер",,"169 862 км","20 000 000 ₸","Алматы",2025-07-07T10:16:31+05:00,https://kolesa.kz/a/show/193438804
BYD,"FangChengBao Leopard 5",2023,"Внедорожник","1.5 (гибрид)",,"20 910 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/183268260
Audi,A7,2022,"Лифтбек","2 (бензин)","4 900 км","34 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/181673331
Toyota,"Land Cruiser",2019,"Внедорожник","4.6 (бензин)","133 918 км","37 500 000 ₸","Алматы",2025-07-06T12:02:16+05:00,https://kolesa.kz/a/show/193374129
Hyundai,"Santa Fe",2023,"Кроссовер","3.5 (бензин)","20 000 км","22 000 000 ₸","Алматы",2025-07-06T15:42:35+05:00,https://kolesa.kz/a/show/181604900
"Land Rover","Range Rover",2014,"Внедорожник","3 (бензин)","102 000 км","30 000 000 ₸","Алматы",2025-07-02T01:04:15+05:00,https://kolesa.kz/a/show/109210074
BMW,X5,2021,"Кроссовер","3 (бензин)","29 700 км","36 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/192787664
Mercedes-Benz,"CLS 400",2015,Седан,"3 (бензин)","130 км","20 000 000 ₸","Алматы",2025-07-07T13:21:41+05:00,https://kolesa.kz/a/show/174576952
Lexus,"LX 570",2015,"Внедорожник","5.7 (бензин)","152 000 км","28 000 000 ₸","Алматы",2025-07-05T12:40:43+05:00,https://kolesa.kz/a/show/189069289
Toyota,"Land Cruiser",2012,"Внедорожник","4.6 (бензин)","136 000 км","38 000 000 ₸","Алматы",2025-07-06T23:06:25+05:00,https://kolesa.kz/a/show/160340973
BMW,X5,2021,"Кроссовер","3 (бензин)","65 000 км","36 500 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/192771049
Mitsubishi,L200,2024,"Пикап","2.4 (дизель)","16 км","20 500 000 ₸","Алматы",2025-07-05T16:20:56+05:00,https://kolesa.kz/a/show/193322729
"Land Rover","Range Rover Sport",2018,"Внедорожник","3 (бензин)","67 000 км","32 000 000 ₸","Алматы",2025-07-02T15:13:32+05:00,https://kolesa.kz/a/show/153816504
Toyota,"Land Cruiser Prado",2024,"Внедорожник","2.7 (бензин)","3 500 км","34 000 000 ₸","Алматы",2025-07-07T13:46:45+05:00,https://kolesa.kz/a/show/187010165
Lexus,"LX 570",2015,"Внедорожник","5.7 (бензин)",,"28 000 000 ₸","Алматы",2025-07-06T12:59:47+05:00,https://kolesa.kz/a/show/186469731
Toyota,"Land Cruiser",2024,"Пикап","2.8 (дизель)",,"37 500 000 ₸","Алматы",2025-07-07T16:55:23+05:00,https://kolesa.kz/a/show/180216861
BMW,X5,2019,"Кроссовер","3 (бензин)","75 000 км","36 900 000 ₸","Алматы",2025-07-01T19:35:25+05:00,https://kolesa.kz/a/show/193009176
Kia,Sorento,2024,"Кроссовер","2.5 (бензин)","4 400 км","24 900 000 ₸","Алматы",2025-07-02T22:35:18+05:00,https://kolesa.kz/a/show/191825590
Mercedes-Benz,"G 63 AMG",2015,"Внедорожник","5.5 (бензин)","60 000 км","38 500 000 ₸","Алматы",2025-07-07T14:34:55+05:00,https://kolesa.kz/a/show/193458861
BMW,530,2022,Седан,"2 (бензин)","55 000 км","24 000 000 ₸","Алматы",2025-07-02T11:42:39+05:00,https://kolesa.kz/a/show/193058774
BMW,520,2024,Седан,"2 (бензин)","9 000 км","36 500 000 ₸","Алматы",2025-07-05T00:05:55+05:00,https://kolesa.kz/a/show/192545063
